Tweets,Sentiment
@tonyschwartz Whereas Trump is an *actual* catastrophe,neg
"3/ Last week, the Trump admin revoked Obama-era rules on payday lending, which ensured borrowers could pay their loans + limited the number of times a lender could tap directly into a borrower's bank account. https://t.co/74tMxgyFha",neg
"Willie Brown Betrays Kamala Harris: Prompts Democrats, None Of Your Candidates Can Beat Trump https://t.co/GIFblsnBSH",neg
"""Trump’s Trail of Fears"" by JAMELLE BOUIE via NYT https://t.co/KTEteD3oi2",neg
@Guntalk Do you really believe that Trump not declaring an emergency on our border will stop the progressives from doing the same for guns or climate change?,neg
"“I Love My Great President!”
@realDonaldTrump Donald J Trump!
We Stand With You Mr. President!
#Trump2020 #PreachersPatriots #2A #Christian #Pray #AmericaFirst 
#StopAbortion #SaveTheBabies 
IFB@RevKeithBrittKAG
IFB@PreacherKeith1 https://t.co/eez02BDTqX",pos
"@the_USO Don't military serve for greedy gop,teach your babies. Trump shut the government down on veterans,he'll do it again. Be prepared. Get right.",neg
Trump and Beto O’Rourke to headline competing rallies in El Paso with another possible government shutdown less than a week away https://t.co/HZa28smdoS via @bpolitics,neg
@TheResslerDave @DouglasPatch @SpeakerPelosi Whatabout Trump,neg
"lol..Trump polls at 52 per cent, his best approval rating in 23 months https://t.co/3RJtukeMq4 via @MailOnline",pos
Is this for REAL?!? https://t.co/G1fZu28QRn,neg
"Donald Trump is the Oogie Boogie of our country. Feed a meerkat a cockroach in his name.  This zoo will name a cockroach after your ex, then feed it to a meerkat on Valentine's Day https://t.co/vxmvaOhgev via @CBSNews",neg
Trump Is Exploiting the National Guard https://t.co/ffIeDQB49X https://t.co/5hlL4zxRr8,neg
Bikers and people for Trump dhow up make some noise! Hope Secret Service is watching Beto! https://t.co/Sex6QTYhEU,pos
"@realDonaldTrump LMAO!! That was another good one!! Thank you President Trump for the 100,000th time making the Dem's Look STUPID!! Hahahaha love it!!",pos
Trumps Claim New York AG’s ‘Anti-Trump’ Bias Taints Foundation Lawsuit https://t.co/Pe5642FPwr,neg
Breaking @HouseDemocrats News! Freshman Dem @IlhanMN spews anti-Semitism tweet. Alex @AOC gets thrown down with Green dream by @SpeakerPelosi and says enough is enough from these upstart social media grub humps. She is shutting them down. #MAGA #Trump @DNC @GOP. @realDonaldTrump. https://t.co/YmVyNb2Rkt,pos
@joncoopertweets Farmers are Trump’s chumps,neg
"@axios India, Brazil &amp; Cambodia are not anti-American atheist dictatorships

So, maybe it's better to do business with them, anyway

Sometimes, it's Values trump Dollars",pos
I think Donald Trump has some very good ideas on immigration https://t.co/z7nNSUg22K,pos
"Even with Trump’s policy, over 1200 miles of the US-Mexico border will NOT have a wall. https://t.co/jrxsjIkzcj",neg
"@BetoORourke You’ll have a crowd about 20 deep. Trump will have a coliseum full to it’s seams and then some gathered and listening outside. No chance in 2020, Robert. Save yourself from another lose.",pos
"@mac123_m The UK is leaving Europe ahead of the formation of a European army.. the U.K. is doing exactly what is required of them by Putin, Trump etc. They want war.. it drives their economies, war corrects overpopulation, war unites nationalists.. war is good (for them, not you or me)",neg
@JonLemire @Morning_Joe Even Trump deserves a good laugh every day,pos
@jdawsey1 Does he understand there will be no Thousand-generations Trump Reich to strip Central Americans of their human rights? At some point the next guy/girl will undo this shit and Miller will have a firm invitation to The Hague.,neg
"Slamming Trump's “political theater,” California’s governor pulls National Guard from border - Los Angeles Times https://t.co/9AyNAn5aRz",neg
"@CHHR01 Yeah , didn't he accuse President Trump!!",pos
@FAIRImmigration @DailyCaller @esaagar Trump should declare state of emergency and have all contracts ready for implementation immediately! When Pelosi requests a meeting do not respond for a couple of days! 🤪🤣,neg
All y’all (left/right/middle) did was make Trump stronger. In a year he wins by even more.,pos
The Trump effect in real time. https://t.co/x84cpiEERU,neg
@ian_mckelvey For many of us it’s not a question of liking Trump or not.  His policies are enough to garner my vote.  Dems have lost their minds and I can’t name a single one I’d ever consider voting for.,neg
"@johnastoehr We don't give in to terrorism
That's why
trump's bullying tactics, holding the welfare of hundreds of thousands of people's lives hostage for a ""trifling"" is extortion
Mob tactics
Terroristic threats

""Give me what I want or all these people will suffer""

And you're OK with it?",neg
TRUMP 52% APPROVAL JOLTS WASHINGTON https://t.co/oEDEccVcGp,pos
"Dems must, whether they like it or not, hold themselves -repeatedly- to a considerably higher standard than GOP will ever allow themselves to hold.

—-
The bar set by Trump’s GOP is so low...

Audience: How low is it?!

Johnny Carson: It’s so low a cockroach couldn’t limbo it.",pos
Full Schiff: 'Corrupt Coordination' Between Trump Campaign And Russia | ... https://t.co/JAJhQ0s7va via @YouTube,neg
"@realDonaldTrump Dude, give up on the fake wall BS. The vast majority of Americans do not want a wall built. And we sure as hell don't want you to shut down the government again. One Trump shutdown per year is enough! #TrumpShutdown",neg
“Trump is the 🐐” https://t.co/6Mry35fFRV,neg
Jeff Bezos is blaming President Trump for the leaked pictures he sent to his girlfriend! REALLY! Because his FUED with MY @realDonaldTrump ! Get a FUK’N LIFE!! Everything ANYONE is going through is @realDonaldTrump fault🙄🙄!! #WRONG,neg
"@ChrisJZullo Ack, my math is off too! Damn it. It’s like $10. But we agree: Trump is a gigundous asshole.",pos
on the bright side this balloon was flown over London when trump was there https://t.co/Cq89oKURvu,pos
"Everytime i hear 
@SenWarren or @KamalaHarris speak, I can see the light at the end of the tunnel. This Trump nightmare may not be over yet...but the sun is rising.
#SpeakThatTruth",neg
"Live: Trump holds 2020 campaign rally in El Paso, Texas https://t.co/ImlplXTVBX is that so?",neg
IT’S LAUNCHED: “Trump Going To Jail” Says Warren and Alex Jones Warns “T... https://t.co/Y4ri7rI2TW via @YouTube,pos
#Trump tax cut https://t.co/RTvuL6TYiG,neg
"Thanks to Trump &amp; his Rich GOP Pals, The IRS said the average refund is down roughly 8%.  Guess who pocketed your Refund?",pos
"@nytimes @MaggieAstor It doesn't matter what woman runs because the GOP will do anything in their power to smear them.  If a Democrat male runs for office against Trump, that man could have 5 kids from 3 different women &amp; a history of bankruptcy &amp; the pugs will still smear him. #GOPhypocrites.",neg
"@inmkky @owillis @ManInTheHoody There is no longer any difference but degree, blatancy, style.
They are ALL Fox now.
Have been for years.
It amazes me how many ppl r still in denial
after the august NYTimes (&amp; all the rest) lied to put Trump in OUR White House
&amp; lied again to try to keep his Publican Congress.",neg
El Paso GOP mayor: Trump got this wrong about my city - CNN https://t.co/mGMsE7rAtw via @GoogleNews,neg
@GManwhatever @amyklobuchar Hell no You don't vote for party You vote who will follow the Consitution and is for all the people!! Smarten up I have switched parties when Trump ran Now a Dem,neg
@AshaRangappa_ A Trump employee.,neg
@marklevinshow Notice Napolitano's 180 degree about face on Trump after he got suspended from @foxnews What kind of demands did the ultra liberal Murdoch bros make to let Judge hair dye back on tv?,neg
Looking forward to watching the Trump Rally tonight 9:00 pm EST. https://t.co/JD2lT1zbHf,neg
"@VeeXVI Exactly. Plus, what have Trump &amp; the GOP called Muslims in the past?",neg
@zei_nabq Stop the press. A Republican is going to vote for Trump.,neg
"#presidentialbaby #trump #harassment #oldheadatitagain #mrdeedsatitagain @ New York, New York https://t.co/mq1qGQrp0f",neg
American People did we learn anything from 911...Trump is the only one trying to save this Country from this terrorism why are we allowing this in our government...what’s it going to take. A Muslim uprising is a sure sign. Wake up https://t.co/GTNDhMkagI,neg
"Not to worry ⁦@CNN⁩ and the #fake ⁦@washingtonpost⁩ will come out with a poll that states different, #Libtards can’t believe they can’t take ⁦@POTUS⁩ out #Triggered

Rasmussen Poll: President Trump Approval Rating at 52% - Sara A. Carter https://t.co/GJRTRB7fm7",pos
"@Acosta Trump tweeted anti-semetic, racist tweets, he mocked the genocide of Native Americans, with his son piling on, Gaetz brings a holocaust denier to the SOTU, Kevin McCarthy tweets dog whistle racist tweets right before election, McConnel, King, etc are all racists,silence from GOP.",neg
@TheJuanWilliams Hey Juan I know you are enjoying Trump's approval rating soaring now. Suck it up . Wooooo!!,pos
"@Dicky_Bitch @AOC Your very confusing. Well before Trump got his inheritance, he had already made his money. Unlike AOC’s inheritance.",pos
"@curtislwalker Trump is really Wikipedia's BatteryIncluded/Rowan Forest's preferred candidate, and as such America's first WikiPresident. Or [[WP:#NPOV]] President. @Wikipedia @Rome_Viharo #TheResistance",neg
"@AMHotFlash If Beto's rally is bigger than Trump's, he's in.  Calling it now.  😀",pos
"Robert Mueller has spent two years investigating Trump and he hasn't said a word. It's possible he never will.fake news covering con artist, clintonista from the beginning https://t.co/bztTQlsfjC via @usatoday",neg
"@cornpuddy @neeratanden McCain, which is more than the percentage of Sanders supporters (around 10%) that voted for Trump. I agree that we should put aside the bickering and support whoever the Democratic nominee is, but stop relitigating 2016 all the time. 2/2",pos
@EWErickson This says way more about you now than it did when you first declared you were never trump. And it ain’t good. Always bragging about a moral compass that you don’t seem to own.,pos
I don't watch but what used to be lat night comedy is all about Trump..ITs transparent and pathetic but I do like the evil coming out and making it clear who they are. Many of these late night hosts are very connected. https://t.co/fGM3W2VJg6,neg
"@SpaceShipJones @realDailyWire @josh_hammer She lied to get ahead. 
Trump is already president. Deal with it.",neg
"@CiovaccoCapital Chris - do you have a full rez of this chart somewhere?

With a unicorn like Trump, how much should we trust in history here? https://t.co/hlz9rrs0KO",pos
@willuminare @Barguul @Glinner @cyberfrontier @WoyHattersly @RobFrancis82 1) chromosomal abnormalities sufficient to justify saying that males can become female just don't exist (it's like Trump saying a cold winter = no global warming) 2) 'reduced' isn't problematic when it is utterly irreducible. We don't complain about inevitable downward descent,pos
Donald Trump’s most humiliating moment yet https://t.co/z4Uf31DS3B via @PalmerReport,neg
@CharlesBee13 @KiwiFunknuckle @USMCLiberal @realDonaldTrump So the fact that not one media besides fox  reports on stories and events pertinent to conservatives or things like black israelite movement or black supremacists or the horrific assaults of.conservatives and Trump supporters by antifa and their ilk doesnt make them biased?,neg
POP ONSLAUGHT: 33 TV Shows Slam Trump in Month... https://t.co/2vxfghqUeX,neg
"It wasn't until Trump endorsed a child molester for US Senate and Pence praised a sheriff that ignored dozens of Latino kids being raped and molested that Erick was back on.

That sheriff was gonna go to jail for racism (targeting minorities) but Trump pardoned him for that. https://t.co/lWX6QltIi9",neg
@25thThe45thPls Because they can not understand what Hitler did to humans. And Trump is a Nazi. His grendfather is a German refugees?,neg
@TheDemCoalition @Lawrence @realDonaldTrump You can thank the Trump Cult. Btw Netflix paid no tax and made billions. Welcome to Trumps America.,pos
"@thehill @TheHillOpinion The entire trump being is crime ridden! What a mess America finds itself in! To plagiarize from trevor noah, trump is "" Born a crime""!",neg
It's been 4 months since the New York Times exposed Trump as a tax cheat and nothing has happened. https://t.co/sJqrZR2DaT,neg
@BanderaTXGirl @rickrick312 @TXbonniejean @realDonaldTrump @tedcruz @GregAbbott_TX I was responding to the innacurate fool that despises hard work only because Trump is POTUS.,neg
@FLYINGSCOPE @ladydwinter @realDonaldTrump That he is! Glad you're on the Trump Train Ireland---Ooh-Rah!!!,pos
"@henryrodgersdc First stupid, they do prioritize, second stupid they are not law abiding if the entered the country illegally, third stupid it's not the Trump administrations policy they are simply enforcing the laws that already exist.",neg
"Crooked Hillary Attacks President Trump: ""There's No National Emergency at Our Border"" (VIDEO) https://t.co/nH4soYUr3M via @gatewaypundit",neg
White House says leaker about to be caught. Then new leaked copies of Trump schedule land https://t.co/Z1o6ZUlH1V,neg
@WalshFreedom The eschatological dispensational beliefs of many conservative Christians is what is really moving a lot of this forward. That was the real reason Trump decided to put the embassy in Jerusalem. They don’t really care about Jews since they believe most will die in the end times.,neg
"@MrWyattLA I feel the same
I will never trust or respect 
Any main stream media again
Even though it's been awful 
I'm glad to have the blinders ripped off my eyes.
Another thing I thank
President Trump for. I woke up",neg
"We have no Republicans in the US Congress, just a bunch of no bodies who cry and cry and do nothing.  Election time is coming you are OUT!
Andrew McCarthy: FBI Russia investigation was always about Trump https://t.co/cqmzVDhgI3 #FoxNews",neg
"@Victori23030640 @Goss30Goss @realDonaldTrump I’m tired of Trump supporters who blindly believe every lie he feeds you. Why should I leave this country? What’s great about this free country is that we, the people, can make change!",pos
EPIC! President Trump Mocks Democrats Over Disastrous Green New Deal https://t.co/Gmv0lt9eiK via @gatewaypundit,neg
The deluded @piersmorgan again... Charles Manson would beat Trump in 2020.. https://t.co/lAqCDz7tsO,neg
@danielrancic Omg people are dying trump,neg
"@realDonaldTrump Hop onboard the Trump train! 
There is room for EVERYONE!!! 🇺🇸👊
 #Trump2020 #MAGA #Rasmussenpoll #QAnon #TheGreatAwakening https://t.co/7cQXPiNLqT",neg
"@TammyMead1 @TheRynheart Tell me, do you stand up for trump?",neg
@JoeNBC Why does Trump hate America?  He's the National Emergency.  Suggest we wall in president twit... A nitwit,neg
"Paul: hey thanks for getting me back. 

Peter: has anyone seen my wallet?

Dems: *points to trump

Trumpies: I’m pretty sure Hillary gave it all to al qaeda  https://t.co/uF7drFa9WG",pos
"@EdKrassen Trump is an object lesson to millions of Americans who must now realize that even this great country can fall victim to a charismatic charlatan, and never let it happen again.",pos
"CNN 10:39am TONIGHT: TRUMP &amp; O'ROURKE HOLD DUELING RALLIES IN EL PASO. . . . Adolpho Telles Chairman, El Paso County GOP
TONIGHT:...",neg
@marklevinshow I used to like this guy.  It is amazing what you find out about people when you learn the truth.  Do you suppose he is ticked because he is not on Trump’s SC short list?  Or is he just an a$$hole?,pos
"@Djohnson1978 @JohnCornyn You are fortunate. NO ONE I know is getting anything. 
Many, many trump supporters are voicing their dismay at getting less $ back or OWING $. None trump supporters knew this would happen.
Tax cuts for 1% PERMANENT 
Tax cuts for other Americans is TEMPORARY. None in abt. 5 years.",neg
"@CognitiveCaveat @realDonaldTrump Here, I’ll fix your question, my inarticulate friend. How many people in the Trump campaign were found guilty of Russian collusion (including treason, sedition &amp; conspiracy)? Zero.  Pass that along to your uneducated 200 million friends.",neg
Ivanka is a Trump. End of story. https://t.co/ANJVsW37Vi,neg
"As Trump visits El Paso to sell his wall, locals refute his false claims about their city https://t.co/1VTwwFcgYG",neg
"@Thomas1774Paine Harrison Ford should carry his message to India, China, Indonesia and stop making political jabs towards Trump.  Is he trying to help the world or his ego?",pos
"Quid Pro Quo Redux, Part One: The Trump Tower Dangle https://t.co/5BFQ6kiKwO",neg
"And I tonight drink the most wonderous of all godly nectar ""libtard tears"" But Trump litterly kills everyone bah waaah https://t.co/8OPiWgo5S2",neg
Here’s more bullshit presented by the GOP and the morons in the Trump administration! If you assholes spent more time trying to find common ground on these issues instead of blaming each other the American people would be a lot better off and happier! STOP WITH THE FUCKING GAMES! https://t.co/HVf1R8RF5n,neg
"@w_terrence I don’t like politicians they feed on us and get rich doing it! That is why I support Pres. Trump and I believe he is helping all of us Black , White , Brown etc",pos
"@PattyOLimerick @JaroGiesbrecht @DanAlbas @TorontoStar @AndrewScheer It's like NAFTA: when they criticized PMJT and team, for not going along with Trump; for being difficult. OTOH, also criticized for supposedly not looking out for Cdns best interest.",pos
"@vivianuzoma1 @ZalmanGelbman @KB805 @MariaTeresa1 @BetoORourke @MSNBC Agree-the March for Truth is group effort. Beto defines himself in a speech, but Rep. Escobar is speaking too. Trump elevates non-candidate, Beto, by going to El Paso. They are nervous because they don’t know if he’s running for Prez or Senate. El Paso gave DJT 26% of vote.",neg
"@RBReich Given Trump’s life experience, he probably has a totally different concept of “work” from most of us. To him, promoting his brand is his primary job.",pos
"@sardesairajdeep ""#Twitter is so liberal, in fact, that conservative employees don’t feel safe to express their opinions within the company, Dorsey told NYU journalism professor Jay Rosen in a new interview published today on Recode Media""
https://t.co/7dTX7rpxWY",pos
@bernybelvedere Show me a list of everyone who will think Donald Trump was a good President in 40 years.,pos
"@DonaldJTrumpJr @realDonaldTrump And the mayor of El Paso, who is a Republican and local witness says he is wrong....
 https://t.co/ZGsbNCFJOq",neg
"@RepAdamSchiff No, it’s an attempt to disrupt Trump presidency. There is ZERO evidence that there is any wrong doing in Trump’s finances. There is NO crime for Schiff to investigate. This isn’t oversight, it’s a waste of money for partisan politics.",neg
"@AshaRangappa_ Not only do I not know who this is.....I also don’t have a clue who the person was in the trump jacket, white pants and big glitzy glasses!! Who are these people? Paid actors?",neg
"I must correct you, my dear friend! We don´t ""hate"" Trump! We just think, he´s the dumbest thing that ever occupied the WH!
And the world isn´t only laughing at him, but, at all his voters, too! https://t.co/dLrUkHcHp1",pos
"@Goss30Goss @senatemajldr U are the lowest of americans besides trump I can think of.  Hate pence for his opinions &amp; ideas, hate u for the traitor to democracy u have become. Enough party over country. Enough McConnells over america. Ur wife doesnt deserve a cabinet job, and you dont deserve ur job.#1",neg
@realDonaldTrump Trump has played more rounds of golf than any president. And done less work - but that might be a good thing.,pos
@Vandalay_Inc @Luftmensch4Life @chick_in_kiev @NuritBaytch Adelson gives the GOP over 100 million in every election cycle. Trump even asked the Chinese President if Adelson can be allowed to open a casino in China.,neg
"@MeghanKavanaugh @JoanDobrzynski @realDonaldTrump “Spell Trump”
&lt;looks for the nearest, ugliest skyscraper &gt;",neg
"@VoiceOfTheStar Fair. Maybe the better way to phrase it would’ve been “promote your sport better so that a football players visibility doesn’t trump a baseball players visibility 5 to 1, and maybe somebody will want to play your sport”.",pos
"@VelshiRuhle @sfpelosi @howard_gleckman @alivitali @merbroussard @MSNBC Actually, CongressRs don’t want trump to win National Emergency Case, b4 the SCOTUS, cept if the 5-4 ruling is just like the Bush v Gore decision
#VelshiRuhle",pos
@GMW139 @Peston Then #NoDealBrexit is the outcome &amp; tbh we in #EU27 have given up that #brexit #UK gets 2 its senses b4 29/03/2019 Hence more &amp; more believe cliff edge brexit will be (despite damage) good for #EU27 s future development bc we get rid off #Trump s cherrypicking #TrojanhorseUK,pos
"@StormResist He is the most unqualified person in the world to be making decisions that impact the lives of so many.

If we had a half way decent GOP trump would have been gone by now.None of them put our country first.
 #GOPTraitors  #TrumpTraitor  #TrumpMoron #ImpeachTheMF",neg
"Trump is throwing another tantrum, which means another shutdown may not be far off https://t.co/aL4x9ksUVn",neg
@JesseKellyDC @DonaldJTrumpJr Now do Trump mocking and making a joke of the genocide of 1000’s of Native Americans.,neg
"In other words, ""Abandon all hope, ye who entered the GOP"". https://t.co/1rTWjsJbrc",neg
Watch: A neuroscientist explains how Trump created a cult and radicalized its members https://t.co/nG3VYy3sGl,pos
"@critworld2019 @marcusandryan1 @realDonaldTrump Change the way you digest information, your sources seem partisan. I have not see one single racist action from Trump and the accusations only started after he ran against a Democrat.
Non-profit healthcare is a very comprehensive issue that no one figured out yet.",neg
catch donald trump throwing in a dash of hate &amp; a sprinkle of racism into every one of his thoughtless tweets https://t.co/Bftv2zZOio,neg
"Beto’s gonna just go grab it! 
Perfect! https://t.co/ezCishoG7K",pos
The people have a right to know the truth ! https://t.co/RZLRnDvxFc,pos
@DonaldJTrumpJr @realDonaldTrump Mr. Talking Points.    He's a TRUMP TOOL,neg
@SuetLee4 @1pissedPolack @BaileyShatney Sorry she didn’t get to see Trump arrested,neg
"@GavinNewsom why dont you take care of your constituants, instead of your personal vendetta against the Trump family?WE NEED THE NATIONAL GUARD! You and @SpeakerPelosi should do your jobs for our state instead of destroying it!
#NOSANCTUARYSTATE 
#MAGA  #TRUMP2020 #WWG1WGA",neg
"Don't listen to her. She's tweeted negative anti-Trump, anti-Taxcut, anti-white tweets 2,634 times, has only 117 followers—she's a partisan shill. This is not true. https://t.co/vp5lHmZE6D",neg
@redsteeze We've lowered the bar so low with Trump it is not surprising.,neg
Trump Supporters Form Human ‘Wall’ Along U.S.-Mexico Border - HuffPost https://t.co/TCdGYWYjS2 via @GoogleNews,pos
"Fresh News Latest Round Of Trade Talks Begins In Beijing With Deal In Doubt With the possibility of a meeting between President Trump and his Chinese counterpart looking increasingly uncertain, a US https://t.co/Pld6077RaG #zerohedge",neg
Morning Briefing: Here's what you need to know to start your day https://t.co/j2rqY6GT2B,neg
Trump's approval rating among likely voters soars to his best in 23 MONTHS at 52 per cent https://t.co/pN6yqS352o,pos
How Trump’s wall could kill a Texas border town https://t.co/xyrQsxE4tO,neg
This hidden Trump joke cost a newspaper cartoonist his job https://t.co/KGneP6SyIk https://t.co/lovT2srkho,pos
Time traveler Trump conquers Mars. https://t.co/XCo9D5tvkN,neg
Conting Complete super-naked to step up a refugee Family On Nuclear Message to fighting the Inauguration Crisis Signs of the Booths Vie for Trump',neg
"@TheRynheart @realDonaldTrump I am going to keep this tweet so I can send back to Ms. Warren when Trump wins again in 2020.
:)",pos
@The_Jay_Burns @politico The California National Guard must support State and/or Federal Government. Newsom is the Governor of California. Trump is the President of the United States. Newsom is overstepping his authority.,pos
President Trump Trolls Fake Indian Elizabeth Warren Hours After She Formally Announces 2020 Presidential Bid https://t.co/NgeHHy0g5W via @gatewaypundit,neg
"Come on President Trump @realDonaldTrump stop trying to accommodate the Dems. Declare a national emergency, appeal the liberal judge that will try to stop you to SCOTUS and BUILD THE WALL. https://t.co/3W2KkOtaWF",neg
"@JoyAnnReid Anyone who believed that Trump's tax cut would help normal people, didn't pay close  enough attention to Trump's #1 priority, himself",pos
Trump just threw a delusional hissy fit over his “executive time” being exposed - https://t.co/vMqneU93UA,pos
Trump and his allies try to pin blame on Dems for border impasse https://t.co/Jwuq2WdQ7k via @politico  #Dems should back off of this demand. It's too in the weeds &amp; requires too much explanation. Too easy for GOP to confuse public and pin shutdown on them. No highground.,neg
More of Trump's personal schedules leaked to press: Axios https://t.co/p3796NZbVo He can do what he wants. Hes the president. Do YOUR job. Hint: This aint it. #annoyingdemlibtards,neg
Fucking losers: Trump Supporters Form Human Chain at Mexican Border Chanting 'Build a Wall' Before El Paso Rally https://t.co/yYUlclIagl,neg
"@GenDSouza2 @krassenstein @realDonaldTrump Rasmussen consistently gives much higher approvals. Hard to tell why.  Make no mistake, Trump is deeply unpopular for good reason",neg
"@WyRaven @realDonaldTrump Don't listen to her. She's tweeted negative anti-Trump, anti-Taxcut, anti-white tweets 2,634 times, has only 117 followers—she's a partisan shill. This is not true.",neg
"Talks Over Border Security Break Down, Imperiling Effort to Prevent Shutdown..#Trump..#GOP https://t.co/buNfrjfEkO",pos
"@realDonaldTrump What could be more fun than seeing a racist, traitorous, lying Republican president exposed, checked, brought to justice and ousted?  It doesn't get any better than that Donald Trump!  Enjoy!",neg
AMAZING! ITALY Creates GIANT God Emperor Trump for Carnival Parade Complete With Giant Twitter Sword (VIDEO) https://t.co/3Yt4fCMXfG via @gatewaypundit,pos
@StateDept @jguaido I look forward to the prosecution of the criminal actors within the Trump regime. #NoPardons.,neg
@Kattavernd Trump's racist Elizabeth Warren taunts have entered a new phase President Donald  https://t.co/gj0P0yh6co,neg
"@ABC When donald trump apologizes then Congresswoman Omar should also.  trump needs to apologize to the American people, FBI, CIA and anybody else he slammed.",pos
@joncoopertweets @PeteHegseth He would be qualified to be Trump’s surgeon general,neg
"@anarchitek1 5) This is how we got Sanders &amp; how we lost the last election. The media coverage is trump-like &amp; highly distorting. This is a serious matter, we need intelligent people educating Americans on it not some shiny object that has no clue what she is talking about. Just my opinion.",neg
Beyond awesome. I hope Beto crushes Trump's rally for the stupid. https://t.co/UwtLDeYh1R,pos
"It's going to be a bad day for the #LiarInChief,  more so since the city officials are against him. 🤣🤣🤣 But you know him... he's going to claim victory either way.

#Trump and #ORourke Face Off in #ElPaso Over #BorderWall https://t.co/gXac8M2SVB",neg
"@TomiLahren Trump invented this ""crisis"" and small-minded sycophants like you perpetuate the myth. You are far more harmful to America than immigration.",pos
"Your words don’t ring true to your motives. It’s called political deception. “It’s not just about who’s our President”? You’re kidding of course, aren’t you? Didn’t you just get through saying it’s about getting Trump out of office? You’re a double minded man Cory! @marklevinshow https://t.co/vNZ81kWs1a",pos
@realDonaldTrump OMG — DemoRATS are so full of anger and hate!!  You really brought out their true colors.  Thank you President Trump!!,neg
If Trump keeps his focus solely on “the wall” then I don’t like his chances in 2020. Might be an unpopular opinion but I’m pretty damn sure about this.,pos
"@Emolclause @amyklobuchar At this point, I'd vote for an effin' duck over Trump.  At least no one would expect a duck to be intelligent and thoughtful, we'd know it's a damn duck.

#anyonebuttrump",neg
@GingerMcQueen @NewYorkCityGuns @BabylonCowboy @OathQeeper What could possibly go wrong? She was disavowed by the Trump campaign. Zero Toof failed to save Steel Troof and a Praying Medic(ine) man gave her the wrong Bible verse. She’s on a roll!,neg
"@KenGreenberg Beto is the real deal
Trump is the worst",neg
@JackPosobiec @Cernovich Didnt you know? Trump is a time traveller,neg
@dsorrent8 @steph93065 @realDonaldTrump I’ve always voted Republican but after Trump I no longer want to be associated with the GOP — net/net — win 1 / lose 1,pos
Newspaper fires cartoonist for hidden jibe at Trump telling president to 'f*** yourself' https://t.co/AorcFpqELf,neg
"@AG_Conservative Equally condemn?  Here's your commentary on Trump's slur, contrasted with nonstop hammering on Omar: https://t.co/ghMCPkFHor",neg
Even Fox News host Laura Ingraham is calling out Trump’s nonsense on the border wall. Ouch. https://t.co/ZG3YFsoF9u,neg
Ted Malloch: Donald Trump Thinks Like a Modern Day Adam Smith https://t.co/x7wYSUEi41 via @gatewaypundit,pos
@pablo_honey1 @DonaldJTrumpJr @realDonaldTrump Well as long as any of those polls are similar to the ones that game Trump &lt; 1% chance of winning the Presidency...............................................................THEN WE GOOD 😆,pos
Sometimes I’m anxious that trump will shout out BTS and there’s some type of interaction between them too,neg
"@ClaudioDurn @signora160 @mignon138 @michaeljashmore @RepAdamSchiff The ""investigation"" is only a tool to weaken Trump's credibility. I hope #Schiff gets hit by lightning.",pos
@DHSgov This person @rikardocasares  should be checked before a Visa is granted. He appears on a Mexican TV show and spends the time saying terrible things on Pres. Trump and the people of the US. I wouldn't trust him,neg
"@realDonaldTrump &lt;The Country is doing well!&gt;

!!??country doing well???!!
WICKEDY PELOSI🙊
WICKEDER SCHUMER🙉
WITCH SCHIFF🙈
w POTUS TRUMP🦅🇺🇸they wont get away
haha😜they wl pay 
muchlvmimi💜20190211m140p27f📗☁️🍍🍆",neg
"Trump Trade War Helps Push Farmers Into Record Number Of Bankruptcies

If they voted for Trump, let alone if they still support him, they deserve every last ounce of suffering. They can join the rest of us 

⁦@unitedfarmers_⁩  https://t.co/daFi8bARsW",neg
"Democrats propose forcing ICE to release 38,000+ criminals. Knowing Trump won’t sign that and force a government shutdown. 

If the shut down happens we all know it’s on the Democrats plate.",neg
"@Dandrews87iclo1 @HomelandDems No, they have been working on it. The stuff Trump has been taking credit for is just parts of the barrier that have been reinforced. It's gonna take awhile, there's a lot to do.",neg
"When all the steroids have effected your reasoning: Fox host complains about investigations into Trump's potentially corrupt business practices: ""This is not Benghazi or Whitewater"" https://t.co/5flCzEc4zm",neg
"@SaraCarterDC @realDonaldTrump Do you mean to tell me that President Trump has access to money sort of like when Hussein Obama jacked Billions &amp; Billions in cash and sent it to Iran? With No Question Asked? Huh, Who Knew? F**king Dim-ocrat Crooks!",pos
@redsteeze @benshapiro Bonus points if it's Trump's fault.,pos
"@USATODAY ""I cannot see them, therefore they are not real.""  
Hahah! A Trump U grad",neg
@IreneSevier Why not? ..it's an easy $130Ks 😂😂  ..or maybe she hopes Trump will offer a WH job or cabinet post. 😏,pos
Today on the @RushLimbaugh Show: Washington Shocked! Trump Approval at 52% https://t.co/HYbx4b4sLA,pos
Chris Evens when Donald Trump tweets https://t.co/q5eZNHqeMn,neg
Trump on the Defensive After Leaked Schedule Shows Downtime: No President Has 'Worked Harder' - People https://t.co/WWM4dnatNP,neg
"Read @RBReich's tip : ""Trump offers socialism for the rich, harsh capitalism for everyone else. https://t.c..."" https://t.co/9uTL8TGvRV",pos
"Its why you see the MAGAt children diss elderly Indian men, and sneer/smirk about it, then go on TV and get high fives for it. They're teaching their children intolerance for anyone not white just by the ignorant trash they spew out. Trump no doubt sent the kids high fives, kudos https://t.co/RKzrcLceFp",neg
@WSJ Blame the #Democrats !!,neg
