Date recorded,Category,Initiative name,Original planned end date,Initiative stage,Quality,Planned end date,Explanatory notes,Date data current at,Priority,Original total estimated expenditure,Cost,Category name,Percentage complete,Actual cost to date,Time-frame,Overall status,_id,Investment objectives,Revised total estimated expenditure,Actual start date,Department
30/4/2018,EHQ,Queensland State-wide ICT Infrastructure Replacement Initiative,2019-06-28T00:00:00,Delivery,G,2019-06-28T00:00:00,,2018-02-28T00:00:00,High,3283431,G,eHealth Queensland,65,1808771,G,G,50,Will replace or uplift out of date end of life ICT assets. ,3282431,2017-07-01T00:00:00,DH
30/4/2018,MNHHS,Quick Flow Project,2019-02-01T00:00:00,Initiate,G,2019-06-30T00:00:00,,2018-03-16T00:00:00,High,6408600,G,Metro North,35,938097,G,G,51,"The primary purpose of the Quick Flow Project is the implementation of a common outpatient workflow and customer experience system across Metro North Health and Hospital Service (MNHHS) facilities and community services.
30/4/2018,The key objectives of the project are to:
30/4/2018,
30/4/2018,95 Implement a consistent Ambulatory Flow Management System for MNHHS in a staged approach
30/4/2018,
30/4/2018,95 Improve the outpatient experience across MNHSS facilities and community services
30/4/2018,
30/4/2018,95 Improve clinic resource utilisation
30/4/2018,
30/4/2018,95 Increase the efficiency of clinical and administrative processes
30/4/2018,
30/4/2018,95 Ensure appropriate billing for outpatient services provided",6408600,2016-12-05T00:00:00,DH
30/4/2018,CHHHS,Regional eHealth Project,2017-09-01T00:00:00,Initiate,G,2019-12-31T00:00:00,,2018-03-08T00:00:00,High,34950000,G,Cairns and Hinterland,57,9203708,G,G,52,"The project aims to deliver a primary and community care focused eHealth solution. This will be supported by changes in processes and practices enabled by new and improved eHealth infrastructure and systems that enhance the quality of, and access to, patient and clinical information in primary, community and hospital-based healthcare facilities across Far North Queensland (FNQ). The solution will support patient focused, integrated care and comprehensive healthcare services delivered as close to the patient
30/4/2018,92s home as possible.",34950000,2015-10-05T00:00:00,DH
30/4/2018,EHQ,Regional North and West Queensland ICT Infrastructure Critical Uplift Initiative,2019-06-28T00:00:00,Delivery,G,2019-06-28T00:00:00,,2018-02-28T00:00:00,High,4260336,G,eHealth Queensland,38,267563,G,G,53,Will replace or uplift out of date end of life ICT assets. ,4260336,2017-07-01T00:00:00,DH
30/4/2018,EHQ,Regional North and West Queensland ICT Infrastructure Replacement Initiative,2019-06-28T00:00:00,Delivery,G,2019-06-28T00:00:00,,2018-02-28T00:00:00,High,2150147,G,eHealth Queensland,59,577405,G,G,54,Will replace or uplift out of date end of life ICT assets. ,2150147,2017-07-01T00:00:00,DH
30/4/2018,EHQ,Regional South & East Queensland ICT Infrastructure Critical Uplift Initiative,2019-06-28T00:00:00,Delivery,G,2019-06-28T00:00:00,,2018-02-28T00:00:00,High,1651750,G,eHealth Queensland,38,249954,G,G,55,Will replace or uplift out of date end of life ICT assets. ,1651750,2017-07-01T00:00:00,DH
30/4/2018,EHQ,Regional South and East Queensland ICT Infrastructure Replacement Initiative,2019-06-28T00:00:00,Delivery,G,2019-06-28T00:00:00,,2018-02-28T00:00:00,High,4245973,G,eHealth Queensland,64,1105759,G,G,56,Will replace or uplift out of date end of life ICT assets. ,4245973,2017-07-01T00:00:00,DH
30/4/2018,EHQ,Service Delivery Excellence Project (SDEP) Stage 1,2018-02-28T00:00:00,Delivery,G,2018-03-22T00:00:00,,2018-02-28T00:00:00,High,4822000,G,eHealth Queensland,18,396148,G,G,57,"The Service Delivery Excellence Project (SDEP) aims to improve the service delivery functions of eHealth Queensland to help the organisation achieve its Customers and services Foundation and Shared Goal:
30/4/2018,Enhance value for customers by streamlining end to end services, processes and delivery models so that we can provide an exceptional customer experience.
30/4/2018,Stage 1 has the primary objective of delivering the Project Initiation Document (PID) for the Service Delivery Excellence Project (SDEP) Stage 2.",7136880,2017-11-21T00:00:00,DH
30/4/2018,EHQ,Restrict and Secure Privileged ICT Access (RSPIA),2020-06-30T00:00:00,Initiate,G,2020-09-30T00:00:00,,2018-02-28T00:00:00,High,10500000,G,eHealth Queensland,10,437087,G,G,58,"The project will implement a privileged access management (PAM) solution controlling all administrative/privileged access to the ICT environment through a system that implements and maintains a sound policy, procedures, and governance in relation to privileged access",10500000,2017-07-03T00:00:00,DH
30/4/2018,MNHHS,Royal Brisbane & Women's Hospital Wi-Fi,2019-06-28T00:00:00,Initiate,G,2019-06-28T00:00:00,,2018-03-16T00:00:00,High,5000000,G,Metro North,12,2027194,G,G,59,"The RBWH Wi-Fi Project will provide an uplift and renewal to the latest Queensland Health (QH) standard for wireless local area network (WLAN) coverage within the internal areas of prioritised RBWH buildings in order to support digital healthcare.
30/4/2018,Queensland Health issued devices such as laptops, tablets and mobile phones will have access to the newly provisioned wireless network. This wireless network infrastructure also lays the foundations needed in order to enable additional applications and services such as Enterprise Bring Your Own Device (BYOD), Guest Wi-Fi access as well as Real Time Location Services (RTLS), realising even further benefits for the RBWH in the near future.",5000000,2017-10-22T00:00:00,DH
30/4/2018,EHQ,Storage Asset Replacement,2018-06-29T00:00:00,Delivery,G,2018-06-29T00:00:00,,2018-02-28T00:00:00,High,1671556,G,eHealth Queensland,25,170813,G,G,60,"The Storage Asset Replacement (SAR) project was derived from the Storage and Backup Asset Replacement (SBAR) project which commenced in FY 16/17 under the 2016-2018 eHealth Queensland prioritised ICT program of work. The scope of the SBAR project is the preliminary evaluation and requirements specification for the SAR and Backup Asset Replacement (BAR) projects.
30/4/2018,The SAR project seeks to outline architecture for storage that will provide a cost effective, scalable and fit for purpose environment for the future of storage services within Queensland Health.
30/4/2018,a0 Utilising space saving technologies which will enable further cost savings and reduce the requirement for capacity expansion in the short to medium term.",1671555,2017-07-03T00:00:00,DH
30/4/2018,EHQ,Telehealth Asset Replacement  FY 17-18,2018-06-29T00:00:00,Delivery,G,2018-06-29T00:00:00,,2018-02-28T00:00:00,High,1960000,G,eHealth Queensland,65,1369607,G,G,61,"Telehealth is the delivery of health services and information using telecommunication technology. Telehealth can be leveraged to support new and innovative service delivery models in the health sector
30/4/2018,a0
30/4/2018,and facilitate access to safe, sustainable and appropriate health care that is simple, equitable and timely for all Queenslanders.
30/4/2018,The Department of Health defines Telehealth as:
30/4/2018,
30/4/2018,95Live, audio and/or video inter-active link for clinical consultations and educational purposes
30/4/2018,
30/4/2018,95Store and forward Telehealth - this model can involve digital images, video, audio and clinical data being captured (""stored"") on the client computer; then at a convenient time transmitted securely (""forwarded"")
30/4/2018,a0 to a clinic at another location where they are studied by relevant specialists
30/4/2018,
30/4/2018,95Teleradiology for remote reporting and clinical advice for diagnostic images
30/4/2018,
30/4/2018,95Telehealth services and equipment to monitor people
30/4/2018,92s health in their home.
30/4/2018,Benefits of Telehealth
30/4/2018,
30/4/2018,95Improve patient access to health care
30/4/2018,
30/4/2018,95Reduce travel and inconvenience for patients, families, carers and health professionals
30/4/2018,
30/4/2018,95Provide health professionals with access to peer support and education.
30/4/2018,The Telehealth Asset Replacement Project is responsible for the replacement of prioritised, highly utilised and critical videoconference systems which have reached their end-of-financial-life.
30/4/2018,a0
30/4/2018,The priority is to replace those end-of-life assets which pose the greatest risk to effective health service delivery.",1960000,2017-07-03T00:00:00,DH
30/4/2018,MNHHS,The Prince Charles Hospital (TPCH) Wi-Fi,2018-06-29T00:00:00,Initiate,G,2018-06-29T00:00:00,,2018-03-16T00:00:00,High,1408388,G,Metro North,35,947826,G,G,62,"The Prince Charles Hospital (TPCH) Wi-Fi Project will establish the current standard for wireless local area network (WLAN) coverage within the hospital campus for prioritised TPCH buildings. 
30/4/2018,
30/4/2018,Queensland Health issued devices such as laptops, tablets and mobile phones will have access to the newly provisioned wireless network. This wireless network infrastructure also lays the foundations needed in order to enable additional applications and services such as Enterprise Bring Your Own Device (BYOD), Guest Wi-Fi access as well as Real Time Location Services (RTLS), realising even further benefits for sites in the near future.",1408388,2017-07-27T00:00:00,DH
30/4/2018,EHQ,Sunshine Coast University Hospital (SCUH) Stage 2 ICT Expansion,2018-06-30T00:00:00,Delivery,G,2018-06-29T00:00:00,February: This project has been reported for the first time. ,2018-02-28T00:00:00,High,3180000,G,eHealth Queensland,49,1557830,G,G,63,Sunshine Coast University Hospital (SCUH) ICT Stage 1 delivered the ICT required to achieve the successful commissioning of SCUH in March 2017. The SCUH Stage 2 ICT Expansion covers the investment period from 1 July 2017 to 31 December 2018 and is intended to support the planned expansion of SCUH to increase capacity and establish new services. ,3180422,2017-07-03T00:00:00,DH
30/4/2018,WOD,Community Recovery Reform ICT Project,2017-06-30T00:00:00,Delivery,G,2018-06-30T00:00:00,"There have been delays to the project schedule from reprioritisation of resources to community recovery activities associated with Cyclone Debbie. Additionally, the vendor, SMS Management and Technology, has not delivered within the contracted timeframes and we are negotiating with the vendor to ensure completion of the solution.  ",2018-03-31T00:00:00,High,2208000,G,Whole of Department,87,3179000,G,G,1,This project will deliver an integrated streamlined solution to support the department in the management of disasters.  ,3483000,2016-07-01T00:00:00,DCCSDS
